customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
'C1847111025','3','M','28007','M348934600','28007','es_transportation',16.47,0
'C1557448880','4','M','28007','M348934600','28007','es_transportation',69.95,0
'C651594350','3','M','28007','M348934600','28007','es_transportation',64.03,0
'C205797331','4','F','28007','M1823072687','28007','es_transportation',54.21,0
'C817389751','5','F','28007','M1823072687','28007','es_transportation',49.89,0
'C1005126300','4','F','28007','M348934600','28007','es_transportation',16.66,0
'C1466730207','4','F','28007','M547558035','28007','es_fashion',46.45,0
'C1685492470','2','F','28007','M980657600','28007','es_sportsandtoys',278.02,1
'C1275518867','5','F','28007','M980657600','28007','es_sportsandtoys',69.53,1
'C1314174420','2','M','28007','M348934600','28007','es_transportation',2.11,0
'C913863966','6','M','28007','M348934600','28007','es_transportation',25.74,0
'C1396904959','3','M','28007','M348934600','28007','es_transportation',9.17,0
'C119537158','4','F','28007','M348934600','28007','es_transportation',34.73,0
'C416536713','2','F','28007','M348934600','28007','es_transportation',5.37,0
'C1783610571','2','F','28007','M348934600','28007','es_transportation',0.14,0
'C47208933','4','F','28007','M348934600','28007','es_transportation',15.8,0
'C261398093','3','F','28007','M348934600','28007','es_transportation',5.11,0
'C607521473','2','M','28007','M348934600','28007','es_transportation',42.9,0
'C1734879586','1','F','28007','M348934600','28007','es_transportation',14.29,0
'C1886601622','3','M','28007','M348934600','28007','es_transportation',25.15,0
'C394469483','3','M','28007','M348934600','28007','es_transportation',5.47,0
'C1461774305','3','F','28007','M348934600','28007','es_transportation',6.83,0
'C1614239388','2','M','28007','M1823072687','28007','es_transportation',31.16,0
'C1643168823','1','F','28007','M1823072687','28007','es_transportation',13.04,0
'C225675370','4','M','28007','M840466850','28007','es_tech',35.85,0
'C196806031','3','F','28007','M348934600','28007','es_transportation',11.68,0
'C393216567','5','F','28007','M151143676','28007','es_barsandrestaurants',17.19,0
'C2115574807','5','F','28007','M348934600','28007','es_transportation',15.79,0
'C1632932485','1','M','28007','M348934600','28007','es_transportation',32.62,0
'C576453501','4','M','28007','M1823072687','28007','es_transportation',11.99,0
'C612005121','3','F','28007','M348934600','28007','es_transportation',32.96,0
'C688041542','2','M','28007','M1823072687','28007','es_transportation',21.39,0
'C1346358504','1','M','28007','M348934600','28007','es_transportation',27.16,0
'C1304285526','5','F','28007','M348934600','28007','es_transportation',30.33,0
'C1882920635','2','M','28007','M348934600','28007','es_transportation',19.66,0
'C46234453','3','F','28007','M348934600','28007','es_transportation',7.45,0
'C2037169176','1','F','28007','M348934600','28007','es_transportation',21.23,0
'C1293338142','4','F','28007','M348934600','28007','es_transportation',13.21,0
'C1783206868','5','F','28007','M1823072687','28007','es_transportation',19.36,0
'C1542255731','2','F','28007','M1823072687','28007','es_transportation',39.11,0
'C803065678','1','M','28007','M348934600','28007','es_transportation',7.67,0
'C1355010178','2','F','28007','M1823072687','28007','es_transportation',6.17,0
'C1416816772','2','F','28007','M348934600','28007','es_transportation',38.69,0
'C78938440','3','M','28007','M348934600','28007','es_transportation',58.61,0
'C108940648','2','F','28007','M1823072687','28007','es_transportation',0.79,0
'C545527660','1','F','28007','M348934600','28007','es_transportation',28.97,0
'C394979408','4','F','28007','M348934600','28007','es_transportation',33.3,0
'C707326919','2','M','28007','M1823072687','28007','es_transportation',0.18,0
'C719205737','3','F','28007','M85975013','28007','es_food',45,0
'C746862122','3','M','28007','M348934600','28007','es_transportation',73.77,0
'C449262890','2','M','28007','M1823072687','28007','es_transportation',23.79,0
'C800379810','2','F','28007','M348934600','28007','es_transportation',44.47,0
'C1342037956','5','F','28007','M348934600','28007','es_transportation',3.26,0
'C782199851','2','F','28007','M348934600','28007','es_transportation',33.18,0
'C1181615831','3','M','28007','M17379832','28007','es_sportsandtoys',10.64,0
'C1560259762','3','F','28007','M480139044','28007','es_health',248.42,0
'C895429374','2','F','28007','M348934600','28007','es_transportation',17.73,0
'C986156699','3','F','28007','M348934600','28007','es_transportation',20.18,0
'C354098761','2','F','28007','M348934600','28007','es_transportation',27.57,0
'C1926972512','3','F','28007','M348934600','28007','es_transportation',4.46,0
'C2005671734','2','F','28007','M348934600','28007','es_transportation',3.69,0
'C440111595','2','F','28007','M1823072687','28007','es_transportation',54.02,0
'C1256908044','3','F','28007','M348934600','28007','es_transportation',24.35,0
'C326815335','1','F','28007','M348934600','28007','es_transportation',5.28,0
'C578700012','4','F','28007','M348934600','28007','es_transportation',33.27,0
'C11453786','3','M','28007','M348934600','28007','es_transportation',63.23,0
'C479535332','5','F','28007','M348934600','28007','es_transportation',2.56,0
'C874212917','2','F','28007','M348934600','28007','es_transportation',44.88,0
'C50049566','2','F','28007','M1823072687','28007','es_transportation',7.23,0
'C1355273346','3','F','28007','M348934600','28007','es_transportation',32.63,0
'C1256073744','3','M','28007','M1823072687','28007','es_transportation',11.42,0
'C885081673','3','M','28007','M85975013','28007','es_food',51.96,0
'C2126946323','2','F','28007','M348934600','28007','es_transportation',11.69,0
'C1882290962','2','F','28007','M692898500','28007','es_health',237.48,0
'C659009992','5','M','28007','M348934600','28007','es_transportation',37.16,0
'C1379018843','5','M','28007','M348934600','28007','es_transportation',1.96,0
'C320158645','2','M','28007','M348934600','28007','es_transportation',12.83,0
'C475831512','2','F','28007','M1823072687','28007','es_transportation',38.2,0
'C1156885344','4','M','28007','M348934600','28007','es_transportation',20.92,0
'C432013067','1','M','28007','M348934600','28007','es_transportation',37.59,0
'C813128680','2','M','28007','M348934600','28007','es_transportation',13.43,0
'C693174391','3','F','28007','M1823072687','28007','es_transportation',38.89,0
'C1524407626','1','M','28007','M348934600','28007','es_transportation',26.68,0
'C1072577677','3','F','28007','M348934600','28007','es_transportation',18.4,0
'C394488921','5','F','28007','M980657600','28007','es_sportsandtoys',21.56,0
'C24198147','5','M','28007','M151143676','28007','es_barsandrestaurants',58.18,0
'C1899001756','2','M','28007','M85975013','28007','es_food',31.59,0
'C1541224095','2','F','28007','M1823072687','28007','es_transportation',40.67,0
'C122290547','3','M','28007','M1649169323','28007','es_sportsandtoys',11.88,0
'C56197730','2','M','28007','M348934600','28007','es_transportation',39.46,0
'C1940951230','2','F','28007','M348934600','28007','es_transportation',73.59,0
'C1983995504','2','F','28007','M348934600','28007','es_transportation',11.5,0
'C668289079','5','F','28007','M348934600','28007','es_transportation',2.03,0
'C1838948302','1','M','28007','M1352454843','28007','es_hotelservices',1.89,0
'C47376492','3','M','28007','M1823072687','28007','es_transportation',30.88,0
'C1382187685','1','F','28007','M855959430','28007','es_hyper',19.86,0
'C170484334','1','M','28007','M348934600','28007','es_transportation',30.07,0
'C296571542','2','F','28007','M348934600','28007','es_transportation',36.11,0
'C1728647108','2','M','28007','M348934600','28007','es_transportation',25.73,0
'C1624351292','2','M','28007','M1823072687','28007','es_transportation',52.75,0
'C437189630','4','F','28007','M348934600','28007','es_transportation',30.15,0
'C1512444326','3','F','28007','M85975013','28007','es_food',35.74,0
'C1187702596','3','M','28007','M348934600','28007','es_transportation',12.14,0
'C490558731','5','M','28007','M348934600','28007','es_transportation',54.3,0
'C1011693897','1','F','28007','M348934600','28007','es_transportation',46.22,0
'C1383269171','1','F','28007','M348934600','28007','es_transportation',47.02,0
'C1560893361','3','M','28007','M1823072687','28007','es_transportation',25.86,0
'C2129810887','4','F','28007','M1535107174','28007','es_wellnessandbeauty',140.48,0
'C1282114843','2','F','28007','M348934600','28007','es_transportation',19.18,0
'C1837295173','2','M','28007','M855959430','28007','es_hyper',0.23,0
'C2095429384','2','F','28007','M348934600','28007','es_transportation',18.47,0
'C1777674460','2','F','28007','M348934600','28007','es_transportation',56.78,0
'C1468773146','3','M','28007','M348934600','28007','es_transportation',23.73,0
'C188084843','2','M','28007','M348934600','28007','es_transportation',38.51,0
'C1279143519','5','F','28007','M855959430','28007','es_hyper',54.33,0
'C1486961552','4','F','28007','M348934600','28007','es_transportation',16.07,0
'C1828345671','4','M','28007','M1823072687','28007','es_transportation',23.59,0
'C1035666255','2','M','28007','M348934600','28007','es_transportation',10.13,0
'C383368009','4','F','28007','M348934600','28007','es_transportation',39.28,0
'C798889135','3','M','28007','M1946091778','28007','es_wellnessandbeauty',33.96,0
'C1075692577','3','M','28007','M1823072687','28007','es_transportation',36.52,0
'C2119675022','6','F','28007','M348934600','28007','es_transportation',36.92,0
'C1626218926','4','F','28007','M348934600','28007','es_transportation',2.99,0
'C1292770722','4','F','28007','M348934600','28007','es_transportation',8.48,0
'C1873506157','1','M','28007','M348934600','28007','es_transportation',28.44,0
'C717345438','3','M','28007','M1823072687','28007','es_transportation',31.44,0
'C1532144144','1','M','28007','M348934600','28007','es_transportation',0.78,0
'C635603510','2','M','28007','M348934600','28007','es_transportation',39.42,0
'C1761432742','2','F','28007','M151143676','28007','es_barsandrestaurants',10.43,0
'C1983734850','3','M','28007','M855959430','28007','es_hyper',61.08,0
'C563092648','6','F','28007','M1053599405','28007','es_health',113.52,0
'C631654729','5','F','28007','M151143676','28007','es_barsandrestaurants',61.32,0
'C186469824','4','F','28007','M348934600','28007','es_transportation',34.95,0
'C1642689499','2','F','28007','M348934600','28007','es_transportation',34.07,0
'C460218551','6','M','28007','M348934600','28007','es_transportation',18.07,0
'C1368438034','4','M','28007','M348934600','28007','es_transportation',5.15,0
'C747175090','5','F','28007','M348934600','28007','es_transportation',40.48,0
'C509362814','3','M','28007','M348934600','28007','es_transportation',27.42,0
'C437836513','2','M','28007','M348934600','28007','es_transportation',16.91,0
'C475928775','4','F','28007','M348934600','28007','es_transportation',33.84,0
'C1844076143','2','M','28007','M85975013','28007','es_food',44.32,0
'C1037161656','2','F','28007','M348934600','28007','es_transportation',27.65,0
'C292682242','3','M','28007','M348934600','28007','es_transportation',33.26,0
'C1143300850','1','F','28007','M348934600','28007','es_transportation',14.41,0
'C875900250','4','M','28007','M348934600','28007','es_transportation',17.87,0
'C461156176','5','F','28007','M348934600','28007','es_transportation',73.55,0
'C12284077','3','F','28007','M1823072687','28007','es_transportation',69.89,0
'C1415571957','2','M','28007','M348934600','28007','es_transportation',56.13,0
'C1501782229','5','F','28007','M348934600','28007','es_transportation',48.51,0
'C700940580','1','F','28007','M1823072687','28007','es_transportation',31.19,0
'C23569509','5','M','28007','M348934600','28007','es_transportation',24.49,0
'C572958608','2','M','28007','M348934600','28007','es_transportation',17.74,0
'C947315968','2','F','28007','M1535107174','28007','es_wellnessandbeauty',47.72,0
'C480961011','3','M','28007','M348934600','28007','es_transportation',13,0
'C106397937','5','M','28007','M348934600','28007','es_transportation',26.77,0
'C1904416498','4','F','28007','M85975013','28007','es_food',24.47,0
'C1580955370','2','M','28007','M1823072687','28007','es_transportation',60.06,0
'C848293063','5','F','28007','M348934600','28007','es_transportation',42.83,0
'C430579454','4','F','28007','M1198415165','28007','es_wellnessandbeauty',104.03,0
'C507185945','2','F','28007','M1535107174','28007','es_wellnessandbeauty',67.52,0
'C1642006830','3','F','28007','M348934600','28007','es_transportation',22.31,0
'C474894075','4','F','28007','M348934600','28007','es_transportation',31.61,0
'C297351696','1','M','28007','M348934600','28007','es_transportation',9.68,0
'C339931011','4','M','28007','M1823072687','28007','es_transportation',2.65,0
'C1505467955','3','F','28007','M1823072687','28007','es_transportation',40.13,0
'C1225704566','2','F','28007','M1823072687','28007','es_transportation',23.71,0
'C419087520','2','M','28007','M348934600','28007','es_transportation',3.76,0
'C1878500339','2','F','28007','M348934600','28007','es_transportation',10.82,0
'C588937224','1','M','28007','M348934600','28007','es_transportation',30.37,0
'C30024621','2','F','28007','M692898500','28007','es_health',195.44,0
'C1067165398','5','M','28007','M348934600','28007','es_transportation',47.11,0
'C1594422820','4','F','28007','M348934600','28007','es_transportation',9.85,0
'C2023751717','2','M','28007','M348934600','28007','es_transportation',0.82,0
'C1436301390','2','F','28007','M1823072687','28007','es_transportation',9.09,0
'C1499363341','5','M','28007','M348934600','28007','es_transportation',43.16,0
'C1482659693','2','M','28007','M348934600','28007','es_transportation',13.02,0
'C1646298550','2','F','28007','M348934600','28007','es_transportation',70.9,0
'C636259913','1','M','28007','M348934600','28007','es_transportation',24.57,0
'C471003383','3','F','28007','M348934600','28007','es_transportation',20.77,0
'C1433132752','3','M','28007','M348934600','28007','es_transportation',64.29,0
'C1646712119','2','F','28007','M1823072687','28007','es_transportation',31.94,0
'C1307916597','1','F','28007','M348934600','28007','es_transportation',12.83,0
'C632176173','2','M','28007','M348934600','28007','es_transportation',11.51,0
'C1269635185','2','M','28007','M348934600','28007','es_transportation',20.83,0
'C1494778598','3','M','28007','M348934600','28007','es_transportation',1.23,0
'C44857022','4','F','28007','M85975013','28007','es_food',21.42,0
'C855942730','3','F','28007','M1823072687','28007','es_transportation',37.16,0
'C582173326','4','F','28007','M348934600','28007','es_transportation',26.11,0
'C1812521679','4','M','28007','M348934600','28007','es_transportation',30.82,0
'C1697472909','3','F','28007','M348934600','28007','es_transportation',0.83,0
'C1167781928','6','M','28007','M348934600','28007','es_transportation',24.95,0
'C1885719603','3','F','28007','M348934600','28007','es_transportation',26.15,0
'C485578112','3','F','28007','M348934600','28007','es_transportation',4.12,0
'C2102316964','2','M','28007','M348934600','28007','es_transportation',23.74,0
'C1154612561','1','M','28007','M348934600','28007','es_transportation',64.29,0
'C1576250855','2','F','28007','M348934600','28007','es_transportation',0.55,0
'C910969605','1','F','28007','M348934600','28007','es_transportation',46.43,0
'C121713128','2','F','28007','M1823072687','28007','es_transportation',16.94,0
'C599293124','4','F','28007','M348934600','28007','es_transportation',31.75,0
'C1930258744','4','M','28007','M1823072687','28007','es_transportation',40.57,0
'C1402381285','4','F','28007','M348934600','28007','es_transportation',33.28,0
'C1681976106','1','M','28007','M348934600','28007','es_transportation',9.65,0
'C1045652139','6','M','28007','M348934600','28007','es_transportation',71.06,0
'C1127983201','6','F','28007','M348934600','28007','es_transportation',8.19,0
'C1734487337','4','F','28007','M1741626453','28007','es_sportsandtoys',70.15,1
'C204205576','3','F','28007','M1741626453','28007','es_sportsandtoys',238.82,1
'C1591152121','3','M','28007','M1053599405','28007','es_health',142.49,0
'C1092512638','3','F','28007','M1053599405','28007','es_health',128.99,0
'C228023479','4','F','28007','M348934600','28007','es_transportation',6.76,0
'C938915039','4','F','28007','M348934600','28007','es_transportation',9.23,0
'C1652856443','2','M','28007','M855959430','28007','es_hyper',56.91,0
'C371812005','2','M','28007','M348934600','28007','es_transportation',13.68,0
'C763005836','3','F','28007','M348934600','28007','es_transportation',28.33,0
'C846682077','3','M','28007','M151143676','28007','es_barsandrestaurants',20.74,0
'C1314533733','2','M','28007','M348934600','28007','es_transportation',35.95,0
'C1340398290','4','M','28007','M855959430','28007','es_hyper',34.69,0
'C1812935919','5','M','28007','M348934600','28007','es_transportation',22.03,0
'C806943770','4','F','28007','M50039827','28007','es_health',59.51,0
'C166353588','2','F','28007','M1535107174','28007','es_wellnessandbeauty',21.03,0
'C1987985724','2','M','28007','M348934600','28007','es_transportation',72.45,0
'C1058785965','2','F','28007','M151143676','28007','es_barsandrestaurants',69.21,0
'C719449879','6','F','28007','M1823072687','28007','es_transportation',63.95,0
'C582022575','3','M','28007','M348934600','28007','es_transportation',22.84,0
'C464042268','6','F','28007','M1823072687','28007','es_transportation',26.87,0
'C1474786056','2','M','28007','M348934600','28007','es_transportation',34.69,0
'C987677028','3','M','28007','M348934600','28007','es_transportation',17.08,0
'C438957460','4','M','28007','M1823072687','28007','es_transportation',38.74,0
'C1344489848','4','F','28007','M348934600','28007','es_transportation',59.78,0
'C390271010','3','F','28007','M348934600','28007','es_transportation',17.86,0
'C567897093','2','M','28007','M348934600','28007','es_transportation',34.84,0
'C1125832994','3','F','28007','M348934600','28007','es_transportation',28.72,0
'C935791733','3','U','28007','M1823072687','28007','es_transportation',33.12,0
'C261768480','4','F','28007','M348934600','28007','es_transportation',42.82,0
'C1625937550','2','F','28007','M348934600','28007','es_transportation',28.41,0
'C1869142879','5','F','28007','M348934600','28007','es_transportation',47.07,0
'C34111179','4','F','28007','M348934600','28007','es_transportation',71.53,0
'C229592862','4','F','28007','M348934600','28007','es_transportation',16.76,0
'C1377736719','5','M','28007','M348934600','28007','es_transportation',24.16,0
'C1476491893','3','F','28007','M348934600','28007','es_transportation',10.84,0
'C249473604','4','F','28007','M348934600','28007','es_transportation',17.49,0
'C1446511647','3','F','28007','M1823072687','28007','es_transportation',38.36,0
'C2027892936','4','F','28007','M348934600','28007','es_transportation',38.73,0
'C1825851538','4','F','28007','M480139044','28007','es_health',55.82,0
'C1775611696','1','F','28007','M348934600','28007','es_transportation',22.46,0
'C719332132','2','F','28007','M348934600','28007','es_transportation',36.46,0
'C805483863','4','F','28007','M1823072687','28007','es_transportation',0.85,0
'C334841918','2','M','28007','M348934600','28007','es_transportation',35.8,0
'C1126112663','4','M','28007','M348934600','28007','es_transportation',7.09,0
'C2087715408','3','F','28007','M348934600','28007','es_transportation',22.12,0
'C71763178','3','M','28007','M1823072687','28007','es_transportation',26.92,0
'C1739998964','2','F','28007','M1823072687','28007','es_transportation',21.89,0
'C734397713','2','M','28007','M348934600','28007','es_transportation',13.72,0
'C95715318','1','F','28007','M85975013','28007','es_food',71.85,0
'C467035555','2','F','28007','M348934600','28007','es_transportation',11.22,0
'C846609537','5','M','28007','M348934600','28007','es_transportation',18.72,0
'C2118328869','2','F','28007','M348934600','28007','es_transportation',53.57,0
'C583110837','3','M','28007','M480139044','28007','es_health',667.09,1
'C1079254393','1','F','28007','M480139044','28007','es_health',520.5,1
'C1567385001','2','F','28007','M348934600','28007','es_transportation',7.1,0
'C1341662543','3','F','28007','M348934600','28007','es_transportation',80.35,0
'C1228157206','1','F','28007','M97925176','28007','es_wellnessandbeauty',46.1,0
'C696806398','2','F','28007','M1823072687','28007','es_transportation',59.67,0
'C1962291095','2','M','28007','M348934600','28007','es_transportation',8.65,0
'C360019679','3','F','28007','M348934600','28007','es_transportation',8.83,0
'C480118707','2','M','28007','M348934600','28007','es_transportation',65.26,0
'C17166563','4','F','28007','M348934600','28007','es_transportation',43.59,0
'C1209363182','3','F','28007','M348934600','28007','es_transportation',10.61,0
'C942160317','2','M','28007','M348934600','28007','es_transportation',45.1,0
'C212188289','4','M','28007','M980657600','28007','es_sportsandtoys',16.84,0
'C1612748385','2','F','28007','M348934600','28007','es_transportation',46.94,0
'C248927068','2','F','28007','M348934600','28007','es_transportation',38.25,0
'C976209265','4','M','28007','M348934600','28007','es_transportation',34.66,0
'C1412753123','3','F','28007','M348934600','28007','es_transportation',7.26,0
'C1066456457','3','F','28007','M348934600','28007','es_transportation',24.61,0
'C297745197','4','F','28007','M348934600','28007','es_transportation',40.91,0
'C447509116','3','M','28007','M348934600','28007','es_transportation',23.08,0
'C47652503','5','F','28007','M1823072687','28007','es_transportation',12.53,0
'C393339341','3','M','28007','M348934600','28007','es_transportation',37.86,0
'C885555910','5','F','28007','M1823072687','28007','es_transportation',19,0
'C1607207670','2','F','28007','M1823072687','28007','es_transportation',25.7,0
'C1562991705','5','F','28007','M151143676','28007','es_barsandrestaurants',52.39,0
'C1135867657','6','M','28007','M1823072687','28007','es_transportation',102.34,0
'C1546864044','1','M','28007','M348934600','28007','es_transportation',4.54,0
'C1193034305','4','F','28007','M1823072687','28007','es_transportation',11.17,0
'C1368070837','2','F','28007','M348934600','28007','es_transportation',1.42,0
'C413242191','4','F','28007','M348934600','28007','es_transportation',28.02,0
'C2044183803','3','M','28007','M348934600','28007','es_transportation',7.57,0
'C827822455','3','M','28007','M348934600','28007','es_transportation',19.88,0
'C1201848792','2','F','28007','M348934600','28007','es_transportation',9.73,0
'C1690793519','2','F','28007','M1535107174','28007','es_wellnessandbeauty',22.93,0
'C351144071','2','M','28007','M547558035','28007','es_fashion',75.21,0
'C1347371891','2','M','28007','M348934600','28007','es_transportation',6.15,0
'C1814131114','2','F','28007','M348934600','28007','es_transportation',27.86,0
'C1209651258','2','M','28007','M855959430','28007','es_hyper',20.72,0
'C961515074','3','M','28007','M85975013','28007','es_food',10.31,0
'C1005495267','1','M','28007','M1823072687','28007','es_transportation',25.04,0
'C260437492','3','F','28007','M1823072687','28007','es_transportation',22.22,0
'C1558014544','3','M','28007','M348934600','28007','es_transportation',49.02,0
'C1539370210','3','M','28007','M348934600','28007','es_transportation',4.22,0
'C2059136665','2','M','28007','M348934600','28007','es_transportation',16.06,0
'C709211172','4','F','28007','M348934600','28007','es_transportation',13.95,0
'C1299496226','5','F','28007','M348934600','28007','es_transportation',15.57,0
'C706757729','3','M','28007','M923029380','28007','es_home',24.8,0
'C1517749848','2','F','28007','M348934600','28007','es_transportation',33.41,0
'C1387070447','2','M','28007','M348934600','28007','es_transportation',24.97,0
'C1823983599','2','F','28007','M348934600','28007','es_transportation',32.78,0
'C1629765833','2','F','28007','M209847108','28007','es_wellnessandbeauty',8.81,0
'C1969942970','3','M','28007','M348934600','28007','es_transportation',58.88,0
'C718962269','3','F','28007','M348934600','28007','es_transportation',20.89,0
'C879614402','1','M','28007','M348934600','28007','es_transportation',25.03,0
'C290487175','5','M','28007','M1823072687','28007','es_transportation',10.73,0
'C478715873','5','F','28007','M1823072687','28007','es_transportation',24.7,0
'C1158233054','2','F','28007','M348934600','28007','es_transportation',21.69,0
'C53785803','3','M','28007','M348934600','28007','es_transportation',5.6,0
'C208514238','3','M','28007','M1823072687','28007','es_transportation',54.36,0
'C1117294574','1','F','28007','M840466850','28007','es_tech',21.94,0
'C790395954','6','F','28007','M348934600','28007','es_transportation',55.14,0
'C1502465707','4','F','28007','M348934600','28007','es_transportation',53.77,0
'C1018153896','3','F','28007','M348934600','28007','es_transportation',4.98,0
'C1059874896','2','M','28007','M348934600','28007','es_transportation',39.34,0
'C1552608695','6','F','28007','M85975013','28007','es_food',87.08,0
'C1309027409','3','M','28007','M1823072687','28007','es_transportation',28.39,0
'C1977634536','4','F','28007','M85975013','28007','es_food',85.88,0
'C330615170','2','F','28007','M1535107174','28007','es_wellnessandbeauty',190.53,1
'C330615170','2','F','28007','M1535107174','28007','es_wellnessandbeauty',451.92,1
'C1090046399','2','M','28007','M348934600','28007','es_transportation',25.23,0
'C1689884214','3','M','28007','M348934600','28007','es_transportation',33.16,0
'C1298891864','2','F','28007','M348934600','28007','es_transportation',38.71,0
'C915430510','2','F','28007','M348934600','28007','es_transportation',17.18,0
'C2046797625','2','M','28007','M348934600','28007','es_transportation',34.69,0
'C722399783','4','M','28007','M1823072687','28007','es_transportation',53.92,0
'C1821582093','6','F','28007','M348934600','28007','es_transportation',52.11,0
'C566628469','2','F','28007','M1823072687','28007','es_transportation',29.17,0
'C10745331','4','F','28007','M348934600','28007','es_transportation',29.01,0
'C1590346257','1','F','28007','M348934600','28007','es_transportation',4.29,0
'C100045114','4','M','28007','M348934600','28007','es_transportation',35.13,0
'C25346278','3','M','28007','M855959430','28007','es_hyper',17.79,0
'C2034859281','2','F','28007','M348934600','28007','es_transportation',16.6,0
'C1040272582','2','M','28007','M1823072687','28007','es_transportation',50.19,0
'C1680323951','2','F','28007','M348934600','28007','es_transportation',21.45,0
'C1806072501','5','M','28007','M348934600','28007','es_transportation',31.49,0
'C626467543','4','F','28007','M348934600','28007','es_transportation',17.81,0
'C1897689911','3','M','28007','M1946091778','28007','es_wellnessandbeauty',109.8,0
'C34676686','2','M','28007','M923029380','28007','es_home',130.55,0
'C2063574289','1','F','28007','M348934600','28007','es_transportation',45.94,0
'C927696302','3','F','28007','M348934600','28007','es_transportation',18.79,0
'C695108722','2','M','28007','M348934600','28007','es_transportation',42.78,0
'C517412999','5','M','28007','M348934600','28007','es_transportation',39.2,0
'C2049000934','5','M','28007','M348934600','28007','es_transportation',45.95,0
'C698318224','2','F','28007','M348934600','28007','es_transportation',25.72,0
'C1577104524','2','M','28007','M348934600','28007','es_transportation',42.4,0
'C1719535099','3','F','28007','M348934600','28007','es_transportation',28.42,0
'C1452053500','3','F','28007','M348934600','28007','es_transportation',11.48,0
'C951660772','3','M','28007','M1535107174','28007','es_wellnessandbeauty',70.93,0
'C1303226190','1','F','28007','M348934600','28007','es_transportation',23.93,0
'C551080865','2','F','28007','M348934600','28007','es_transportation',12.96,0
'C1980302296','1','F','28007','M1823072687','28007','es_transportation',17.68,0
'C26746445','5','M','28007','M348934600','28007','es_transportation',44.68,0
'C1830714840','4','F','28007','M348934600','28007','es_transportation',32.77,0
'C461669469','6','F','28007','M348934600','28007','es_transportation',15.87,0
'C1869757503','5','F','28007','M348934600','28007','es_transportation',48.61,0
'C300112558','1','F','28007','M348934600','28007','es_transportation',26.27,0
'C295271306','6','F','28007','M1823072687','28007','es_transportation',17.32,0
'C691894544','2','F','28007','M1535107174','28007','es_wellnessandbeauty',62,0
'C1638268213','3','M','28007','M1535107174','28007','es_wellnessandbeauty',142.75,0
'C345640256','4','F','28007','M348934600','28007','es_transportation',13.42,0
'C775101977','3','M','28007','M348934600','28007','es_transportation',34.01,0
'C711859898','3','F','28007','M348934600','28007','es_transportation',16.12,0
'C118836015','1','F','28007','M348934600','28007','es_transportation',5.48,0
'C306854291','4','F','28007','M85975013','28007','es_food',42,0
'C597908249','3','F','28007','M1823072687','28007','es_transportation',45.9,0
'C571254990','3','F','28007','M1198415165','28007','es_wellnessandbeauty',63.81,0
'C1047521541','5','M','28007','M1823072687','28007','es_transportation',1.91,0
'C76313164','3','F','28007','M348934600','28007','es_transportation',49.03,0
'C1227773968','1','M','28007','M348934600','28007','es_transportation',20.27,0
'C1745468920','2','F','28007','M348934600','28007','es_transportation',31.57,0
'C87462443','1','M','28007','M855959430','28007','es_hyper',44.1,0
'C249282739','4','M','28007','M348934600','28007','es_transportation',54.8,0
'C1434853621','1','F','28007','M348934600','28007','es_transportation',14.34,0
'C1213002113','1','F','28007','M348934600','28007','es_transportation',0.64,0
'C795132749','5','F','28007','M151143676','28007','es_barsandrestaurants',93.13,0
'C236847402','3','M','28007','M855959430','28007','es_hyper',46.5,0
'C1508025585','5','F','28007','M348934600','28007','es_transportation',39.41,0
'C1646349423','2','M','28007','M1353266412','28007','es_hotelservices',153.11,0
'C1355090926','3','F','28007','M1535107174','28007','es_wellnessandbeauty',105.99,0
'C2040640036','1','F','28007','M348934600','28007','es_transportation',5.64,0
'C1420603517','3','M','28007','M348934600','28007','es_transportation',20.57,0
'C1957046981','5','F','28007','M348934600','28007','es_transportation',30,0
'C2112631749','2','F','28007','M348934600','28007','es_transportation',5.67,0
'C280778280','2','M','28007','M1823072687','28007','es_transportation',0.91,0
'C2144163136','1','F','28007','M348934600','28007','es_transportation',28.32,0
'C1199767081','3','F','28007','M480139044','28007','es_health',50.88,0
'C778028540','2','F','28007','M348934600','28007','es_transportation',13.6,0
'C971838371','4','F','28007','M1823072687','28007','es_transportation',6.22,0
'C2055186059','3','F','28007','M1823072687','28007','es_transportation',11.09,0
'C1876476635','2','M','28007','M1823072687','28007','es_transportation',7.88,0
'C1962137244','6','M','28007','M1823072687','28007','es_transportation',46.82,0
'C109617474','2','F','28007','M348934600','28007','es_transportation',15.6,0
'C724380392','2','F','28007','M348934600','28007','es_transportation',33.32,0
'C451582208','5','F','28007','M348934600','28007','es_transportation',43.23,0
'C1877766749','2','M','28007','M348934600','28007','es_transportation',24.44,0
'C1375103798','3','F','28007','M1053599405','28007','es_health',74.25,0
'C1788358708','2','F','28007','M348934600','28007','es_transportation',30.92,0
'C1674379117','3','F','28007','M348934600','28007','es_transportation',43.27,0
'C1204046804','5','F','28007','M348934600','28007','es_transportation',29.91,0
'C1801713151','4','F','28007','M348934600','28007','es_transportation',75.11,0
'C1354799046','3','M','28007','M85975013','28007','es_food',39,0
'C1275518867','5','F','28007','M980657600','28007','es_sportsandtoys',305.11,1
'C1685492470','2','F','28007','M980657600','28007','es_sportsandtoys',764,1
'C12662072','4','F','28007','M348934600','28007','es_transportation',53.73,0
